Einheit,Zivilstand,Anzahl,Typ
Chavannes-des-Bois,Ledig,380,Gemeinde
Chavannes-des-Bois,Verheiratet,445,Gemeinde
Chavannes-des-Bois,Verwitwet,14,Gemeinde
Chavannes-des-Bois,Geschieden,46,Gemeinde
Chéserex,Ledig,491,Gemeinde
Chéserex,Verheiratet,561,Gemeinde
Chéserex,Verwitwet,38,Gemeinde
Chéserex,Geschieden,105,Gemeinde
Coinsins,Ledig,177,Gemeinde
Coinsins,Verheiratet,210,Gemeinde
Coinsins,Verwitwet,14,Gemeinde
Coinsins,Geschieden,34,Gemeinde
Commugny,Ledig,1242,Gemeinde
Commugny,Verheiratet,1414,Gemeinde
Commugny,Verwitwet,80,Gemeinde
Commugny,Geschieden,127,Gemeinde
Coppet,Ledig,1321,Gemeinde
Coppet,Verheiratet,1516,Gemeinde
Coppet,Verwitwet,102,Gemeinde
Coppet,Geschieden,198,Gemeinde
Crans-près-Céligny,Ledig,891,Gemeinde
Crans-près-Céligny,Verheiratet,1073,Gemeinde
Crans-près-Céligny,Verwitwet,66,Gemeinde
Crans-près-Céligny,Geschieden,141,Gemeinde
Crassier,Ledig,545,Gemeinde
Crassier,Verheiratet,539,Gemeinde
Crassier,Verwitwet,24,Gemeinde
Crassier,Geschieden,78,Gemeinde
Duillier,Ledig,451,Gemeinde
Duillier,Verheiratet,479,Gemeinde
Duillier,Verwitwet,39,Gemeinde
Duillier,Geschieden,65,Gemeinde
Eysins,Ledig,693,Gemeinde
Eysins,Verheiratet,672,Gemeinde
Eysins,Verwitwet,32,Gemeinde
Eysins,Geschieden,109,Gemeinde
Founex,Ledig,1641,Gemeinde
Founex,Verheiratet,1695,Gemeinde
Founex,Verwitwet,85,Gemeinde
Founex,Geschieden,211,Gemeinde
Genolier,Ledig,801,Gemeinde
Genolier,Verheiratet,942,Gemeinde
Genolier,Verwitwet,63,Gemeinde
Genolier,Geschieden,123,Gemeinde
Gingins,Ledig,506,Gemeinde
Gingins,Verheiratet,584,Gemeinde
Gingins,Verwitwet,50,Gemeinde
Gingins,Geschieden,83,Gemeinde
Givrins,Ledig,414,Gemeinde
Givrins,Verheiratet,470,Gemeinde
Givrins,Verwitwet,34,Gemeinde
Givrins,Geschieden,65,Gemeinde
Gland,Ledig,5777,Gemeinde
Gland,Verheiratet,5469,Gemeinde
Gland,Verwitwet,358,Gemeinde
Gland,Geschieden,1121,Gemeinde
Grens,Ledig,170,Gemeinde
Grens,Verheiratet,194,Gemeinde
Grens,Verwitwet,10,Gemeinde
Grens,Geschieden,13,Gemeinde
Mies,Ledig,858,Gemeinde
Mies,Verheiratet,931,Gemeinde
Mies,Verwitwet,84,Gemeinde
Mies,Geschieden,108,Gemeinde
Nyon,Ledig,8959,Gemeinde
Nyon,Verheiratet,8516,Gemeinde
Nyon,Verwitwet,831,Gemeinde
Nyon,Geschieden,1781,Gemeinde
Prangins,Ledig,1774,Gemeinde
Prangins,Verheiratet,1841,Gemeinde
Prangins,Verwitwet,137,Gemeinde
Prangins,Geschieden,277,Gemeinde
La Rippe,Ledig,509,Gemeinde
La Rippe,Verheiratet,522,Gemeinde
La Rippe,Verwitwet,25,Gemeinde
La Rippe,Geschieden,86,Gemeinde
Saint-Cergue,Ledig,1033,Gemeinde
Saint-Cergue,Verheiratet,1044,Gemeinde
Saint-Cergue,Verwitwet,83,Gemeinde
Saint-Cergue,Geschieden,282,Gemeinde
Signy-Avenex,Ledig,215,Gemeinde
Signy-Avenex,Verheiratet,225,Gemeinde
Signy-Avenex,Verwitwet,23,Gemeinde
Signy-Avenex,Geschieden,43,Gemeinde
Tannay,Ledig,682,Gemeinde
Tannay,Verheiratet,788,Gemeinde
Tannay,Verwitwet,43,Gemeinde
Tannay,Geschieden,83,Gemeinde
Trélex,Ledig,624,Gemeinde
Trélex,Verheiratet,682,Gemeinde
Trélex,Verwitwet,38,Gemeinde
Trélex,Geschieden,81,Gemeinde
Le Vaud,Ledig,541,Gemeinde
Le Vaud,Verheiratet,575,Gemeinde
Le Vaud,Verwitwet,37,Gemeinde
Le Vaud,Geschieden,91,Gemeinde
Vich,Ledig,405,Gemeinde
Vich,Verheiratet,380,Gemeinde
Vich,Verwitwet,30,Gemeinde
Vich,Geschieden,81,Gemeinde
Bursinel,Ledig,198,Gemeinde
Bursinel,Verheiratet,234,Gemeinde
Bursinel,Verwitwet,16,Gemeinde
Bursinel,Geschieden,27,Gemeinde
Bursins,Ledig,345,Gemeinde
Bursins,Verheiratet,345,Gemeinde
Bursins,Verwitwet,19,Gemeinde
Bursins,Geschieden,70,Gemeinde
Burtigny,Ledig,156,Gemeinde
Burtigny,Verheiratet,166,Gemeinde
Burtigny,Verwitwet,15,Gemeinde
Burtigny,Geschieden,13,Gemeinde
Dully,Ledig,286,Gemeinde
Dully,Verheiratet,298,Gemeinde
Dully,Verwitwet,14,Gemeinde
Dully,Geschieden,43,Gemeinde
Essertines-sur-Rolle,Ledig,325,Gemeinde
Essertines-sur-Rolle,Verheiratet,316,Gemeinde
Essertines-sur-Rolle,Verwitwet,13,Gemeinde
Essertines-sur-Rolle,Geschieden,42,Gemeinde
Gilly,Ledig,488,Gemeinde
Gilly,Verheiratet,539,Gemeinde
Gilly,Verwitwet,29,Gemeinde
Gilly,Geschieden,78,Gemeinde
Luins,Ledig,277,Gemeinde
Luins,Verheiratet,266,Gemeinde
Luins,Verwitwet,22,Gemeinde
Luins,Geschieden,67,Gemeinde
Mont-sur-Rolle,Ledig,1133,Gemeinde
Mont-sur-Rolle,Verheiratet,1182,Gemeinde
Mont-sur-Rolle,Verwitwet,101,Gemeinde
Mont-sur-Rolle,Geschieden,202,Gemeinde
Perroy,Ledig,640,Gemeinde
Perroy,Verheiratet,674,Gemeinde
Perroy,Verwitwet,44,Gemeinde
Perroy,Geschieden,107,Gemeinde
Rolle,Ledig,2803,Gemeinde
Rolle,Verheiratet,2546,Gemeinde
Rolle,Verwitwet,276,Gemeinde
Rolle,Geschieden,482,Gemeinde
Tartegnin,Ledig,95,Gemeinde
Tartegnin,Verheiratet,104,Gemeinde
Tartegnin,Verwitwet,9,Gemeinde
Tartegnin,Geschieden,22,Gemeinde
Vinzel,Ledig,151,Gemeinde
Vinzel,Verheiratet,157,Gemeinde
Vinzel,Verwitwet,16,Gemeinde
Vinzel,Geschieden,25,Gemeinde
District de l'Ouest lausannois,Ledig,33063,Bezirk
District de l'Ouest lausannois,Verheiratet,30651,Bezirk
District de l'Ouest lausannois,Verwitwet,2981,Bezirk
District de l'Ouest lausannois,Geschieden,6027,Bezirk
Crissier,Ledig,3554,Gemeinde
Crissier,Verheiratet,3327,Gemeinde
Crissier,Verwitwet,257,Gemeinde
Crissier,Geschieden,591,Gemeinde
Prilly,Ledig,5307,Gemeinde
Prilly,Verheiratet,4884,Gemeinde
Prilly,Verwitwet,658,Gemeinde
Prilly,Geschieden,1111,Gemeinde
Renens (VD),Ledig,9234,Gemeinde
Renens (VD),Verheiratet,8679,Gemeinde
Renens (VD),Verwitwet,865,Gemeinde
Renens (VD),Geschieden,1758,Gemeinde
Bussigny,Ledig,3623,Gemeinde
Bussigny,Verheiratet,3604,Gemeinde
Bussigny,Verwitwet,283,Gemeinde
Bussigny,Geschieden,703,Gemeinde
Chavannes-près-Renens,Ledig,3478,Gemeinde
Chavannes-près-Renens,Verheiratet,3104,Gemeinde
Chavannes-près-Renens,Verwitwet,235,Gemeinde
Chavannes-près-Renens,Geschieden,569,Gemeinde
Ecublens (VD),Ledig,5703,Gemeinde
Ecublens (VD),Verheiratet,5133,Gemeinde
Ecublens (VD),Verwitwet,502,Gemeinde
Ecublens (VD),Geschieden,946,Gemeinde
Saint-Sulpice (VD),Ledig,1898,Gemeinde
Saint-Sulpice (VD),Verheiratet,1556,Gemeinde
Saint-Sulpice (VD),Verwitwet,160,Gemeinde
Saint-Sulpice (VD),Geschieden,290,Gemeinde
Villars-Sainte-Croix,Ledig,266,Gemeinde
Villars-Sainte-Croix,Verheiratet,364,Gemeinde
Villars-Sainte-Croix,Verwitwet,21,Gemeinde
Villars-Sainte-Croix,Geschieden,59,Gemeinde
District de la Riviera-Pays-d'Enhaut,Ledig,38022,Bezirk
District de la Riviera-Pays-d'Enhaut,Verheiratet,33794,Bezirk
District de la Riviera-Pays-d'Enhaut,Verwitwet,4566,Bezirk
District de la Riviera-Pays-d'Enhaut,Geschieden,7825,Bezirk
Château-d'Oex,Ledig,1398,Gemeinde
Château-d'Oex,Verheiratet,1505,Gemeinde
Château-d'Oex,Verwitwet,237,Gemeinde
Château-d'Oex,Geschieden,266,Gemeinde
Rossinière,Ledig,247,Gemeinde
Rossinière,Verheiratet,245,Gemeinde
Rossinière,Verwitwet,32,Gemeinde
Rossinière,Geschieden,44,Gemeinde
Rougemont,Ledig,334,Gemeinde
Rougemont,Verheiratet,399,Gemeinde
Rougemont,Verwitwet,75,Gemeinde
Rougemont,Geschieden,79,Gemeinde
Blonay,Ledig,2540,Gemeinde
Blonay,Verheiratet,2813,Gemeinde
Blonay,Verwitwet,314,Gemeinde
Blonay,Geschieden,462,Gemeinde
Chardonne,Ledig,1212,Gemeinde
Chardonne,Verheiratet,1216,Gemeinde
Chardonne,Verwitwet,190,Gemeinde
Chardonne,Geschieden,254,Gemeinde
Corseaux,Ledig,836,Gemeinde
Corseaux,Verheiratet,991,Gemeinde
Corseaux,Verwitwet,148,Gemeinde
Corseaux,Geschieden,197,Gemeinde
Corsier-sur-Vevey,Ledig,1469,Gemeinde
Corsier-sur-Vevey,Verheiratet,1479,Gemeinde
Corsier-sur-Vevey,Verwitwet,168,Gemeinde
Corsier-sur-Vevey,Geschieden,326,Gemeinde
Jongny,Ledig,587,Gemeinde
Jongny,Verheiratet,746,Gemeinde
Jongny,Verwitwet,56,Gemeinde
Jongny,Geschieden,105,Gemeinde
Montreux,Ledig,12568,Gemeinde
Montreux,Verheiratet,9818,Gemeinde
Montreux,Verwitwet,1483,Gemeinde
Montreux,Geschieden,2560,Gemeinde
Saint-Légier-La Chiésaz,Ledig,2194,Gemeinde
Saint-Légier-La Chiésaz,Verheiratet,2338,Gemeinde
Saint-Légier-La Chiésaz,Verwitwet,223,Gemeinde
Saint-Légier-La Chiésaz,Geschieden,320,Gemeinde
La Tour-de-Peilz,Ledig,4931,Gemeinde
La Tour-de-Peilz,Verheiratet,4668,Gemeinde
La Tour-de-Peilz,Verwitwet,669,Gemeinde
La Tour-de-Peilz,Geschieden,1153,Gemeinde
Vevey,Ledig,9347,Gemeinde
Vevey,Verheiratet,7238,Gemeinde
Vevey,Verwitwet,920,Gemeinde
Vevey,Geschieden,1943,Gemeinde
Veytaux,Ledig,359,Gemeinde
Veytaux,Verheiratet,338,Gemeinde
Veytaux,Verwitwet,51,Gemeinde
Veytaux,Geschieden,116,Gemeinde
Valais / Wallis,Ledig,142216,Kanton
Valais / Wallis,Verheiratet,149122,Kanton
Valais / Wallis,Verwitwet,18131,Kanton
Valais / Wallis,Geschieden,26205,Kanton
Bezirk Brig,Ledig,11218,Bezirk
Bezirk Brig,Verheiratet,11965,Bezirk
Bezirk Brig,Verwitwet,1527,Bezirk
Bezirk Brig,Geschieden,1869,Bezirk
Brig-Glis,Ledig,5702,Gemeinde
Brig-Glis,Verheiratet,5644,Gemeinde
Brig-Glis,Verwitwet,739,Gemeinde
Brig-Glis,Geschieden,1003,Gemeinde
Eggerberg,Ledig,124,Gemeinde
Eggerberg,Verheiratet,185,Gemeinde
Eggerberg,Verwitwet,23,Gemeinde
Eggerberg,Geschieden,13,Gemeinde
Naters,Ledig,3956,Gemeinde
Naters,Verheiratet,4545,Gemeinde
Naters,Verwitwet,601,Gemeinde
Naters,Geschieden,706,Gemeinde
Ried-Brig,Ledig,868,Gemeinde
Ried-Brig,Verheiratet,996,Gemeinde
Ried-Brig,Verwitwet,89,Gemeinde
Ried-Brig,Geschieden,88,Gemeinde
Simplon,Ledig,138,Gemeinde
Simplon,Verheiratet,151,Gemeinde
Simplon,Verwitwet,22,Gemeinde
Simplon,Geschieden,7,Gemeinde
Termen,Ledig,392,Gemeinde
Termen,Verheiratet,418,Gemeinde
Termen,Verwitwet,44,Gemeinde
Termen,Geschieden,41,Gemeinde
Zwischbergen,Ledig,38,Gemeinde
Zwischbergen,Verheiratet,26,Gemeinde
Zwischbergen,Verwitwet,9,Gemeinde
Zwischbergen,Geschieden,11,Gemeinde
District de Conthey,Ledig,11252,Bezirk
District de Conthey,Verheiratet,12568,Bezirk
District de Conthey,Verwitwet,1389,Bezirk
District de Conthey,Geschieden,2102,Bezirk
Ardon,Ledig,1282,Gemeinde
Ardon,Verheiratet,1430,Gemeinde
Ardon,Verwitwet,140,Gemeinde
Ardon,Geschieden,198,Gemeinde
Chamoson,Ledig,1422,Gemeinde
Chamoson,Verheiratet,1674,Gemeinde
Chamoson,Verwitwet,196,Gemeinde
Chamoson,Geschieden,295,Gemeinde
Conthey,Ledig,3498,Gemeinde
Conthey,Verheiratet,3839,Gemeinde
Conthey,Verwitwet,449,Gemeinde
Conthey,Geschieden,699,Gemeinde
Nendaz,Ledig,2518,Gemeinde
Nendaz,Verheiratet,2887,Gemeinde
Nendaz,Verwitwet,377,Gemeinde
Nendaz,Geschieden,520,Gemeinde
Vétroz,Ledig,2532,Gemeinde
Vétroz,Verheiratet,2738,Gemeinde
Vétroz,Verwitwet,227,Gemeinde
Vétroz,Geschieden,390,Gemeinde
District d'Entremont,Ledig,6503,Bezirk
District d'Entremont,Verheiratet,6769,Bezirk
District d'Entremont,Verwitwet,780,Bezirk
District d'Entremont,Geschieden,992,Bezirk
Bagnes,Ledig,3511,Gemeinde
Bagnes,Verheiratet,3624,Gemeinde
Bagnes,Verwitwet,376,Gemeinde
Bagnes,Geschieden,546,Gemeinde
Bourg-Saint-Pierre,Ledig,67,Gemeinde
Bourg-Saint-Pierre,Verheiratet,72,Gemeinde
Bourg-Saint-Pierre,Verwitwet,19,Gemeinde
Bourg-Saint-Pierre,Geschieden,25,Gemeinde
Liddes,Ledig,325,Gemeinde
Liddes,Verheiratet,321,Gemeinde
Liddes,Verwitwet,54,Gemeinde
Liddes,Geschieden,50,Gemeinde
Orsières,Ledig,1281,Gemeinde
Orsières,Verheiratet,1525,Gemeinde
Orsières,Verwitwet,180,Gemeinde
Orsières,Geschieden,193,Gemeinde
Sembrancher,Ledig,445,Gemeinde
Sembrancher,Verheiratet,393,Gemeinde
Sembrancher,Verwitwet,62,Gemeinde
Sembrancher,Geschieden,84,Gemeinde
Vollèges,Ledig,874,Gemeinde
Vollèges,Verheiratet,834,Gemeinde
Vollèges,Verwitwet,89,Gemeinde
Vollèges,Geschieden,94,Gemeinde
Bezirk Goms,Ledig,1682,Bezirk
Bezirk Goms,Verheiratet,2185,Bezirk
Bezirk Goms,Verwitwet,319,Bezirk
Bezirk Goms,Geschieden,266,Bezirk
Bellwald,Ledig,153,Gemeinde
Bellwald,Verheiratet,213,Gemeinde
Bellwald,Verwitwet,27,Gemeinde
Bellwald,Geschieden,18,Gemeinde
Binn,Ledig,58,Gemeinde
Binn,Verheiratet,65,Gemeinde
Binn,Verwitwet,12,Gemeinde
Binn,Geschieden,10,Gemeinde
Blitzingen,Ledig,23,Gemeinde
Blitzingen,Verheiratet,40,Gemeinde
Blitzingen,Verwitwet,6,Gemeinde
Blitzingen,Geschieden,5,Gemeinde
Ernen,Ledig,182,Gemeinde
Ernen,Verheiratet,253,Gemeinde
Ernen,Verwitwet,43,Gemeinde
Ernen,Geschieden,33,Gemeinde
Fiesch,Ledig,355,Gemeinde
Fiesch,Verheiratet,454,Gemeinde
Fiesch,Verwitwet,52,Gemeinde
Fiesch,Geschieden,66,Gemeinde
Fieschertal,Ledig,127,Gemeinde
Fieschertal,Verheiratet,150,Gemeinde
Fieschertal,Verwitwet,24,Gemeinde
Fieschertal,Geschieden,18,Gemeinde
Lax,Ledig,103,Gemeinde
Lax,Verheiratet,150,Gemeinde
Lax,Verwitwet,14,Gemeinde
Lax,Geschieden,19,Gemeinde
Niederwald,Ledig,19,Gemeinde
Niederwald,Verheiratet,26,Gemeinde
Niederwald,Verwitwet,2,Gemeinde
Niederwald,Geschieden,0,Gemeinde
Grafschaft,Ledig,62,Gemeinde
Grafschaft,Verheiratet,104,Gemeinde
Grafschaft,Verwitwet,16,Gemeinde
Grafschaft,Geschieden,13,Gemeinde
Münster-Geschinen,Ledig,173,Gemeinde
Münster-Geschinen,Verheiratet,204,Gemeinde
Münster-Geschinen,Verwitwet,42,Gemeinde
Münster-Geschinen,Geschieden,32,Gemeinde
Reckingen-Gluringen,Ledig,163,Gemeinde
Reckingen-Gluringen,Verheiratet,204,Gemeinde
Reckingen-Gluringen,Verwitwet,40,Gemeinde
Reckingen-Gluringen,Geschieden,29,Gemeinde
Obergoms,Ledig,264,Gemeinde
Obergoms,Verheiratet,322,Gemeinde
Obergoms,Verwitwet,41,Gemeinde
Obergoms,Geschieden,23,Gemeinde
District d'Hérens,Ledig,4282,Bezirk
District d'Hérens,Verheiratet,5174,Bezirk
District d'Hérens,Verwitwet,726,Bezirk
District d'Hérens,Geschieden,847,Bezirk
Les Agettes,Ledig,132,Gemeinde
Les Agettes,Verheiratet,151,Gemeinde
Les Agettes,Verwitwet,27,Gemeinde
Les Agettes,Geschieden,37,Gemeinde
Ayent,Ledig,1547,Gemeinde
Ayent,Verheiratet,1879,Gemeinde
Ayent,Verwitwet,241,Gemeinde
Ayent,Geschieden,255,Gemeinde
Evolène,Ledig,674,Gemeinde
Evolène,Verheiratet,774,Gemeinde
Evolène,Verwitwet,113,Gemeinde
Evolène,Geschieden,128,Gemeinde
Hérémence,Ledig,509,Gemeinde
Hérémence,Verheiratet,667,Gemeinde
Hérémence,Verwitwet,108,Gemeinde
Hérémence,Geschieden,78,Gemeinde
Saint-Martin (VS),Ledig,331,Gemeinde
Saint-Martin (VS),Verheiratet,425,Gemeinde
Saint-Martin (VS),Verwitwet,64,Gemeinde
Saint-Martin (VS),Geschieden,55,Gemeinde
Vex,Ledig,742,Gemeinde
Vex,Verheiratet,804,Gemeinde
Vex,Verwitwet,98,Gemeinde
Vex,Geschieden,157,Gemeinde
Mont-Noble,Ledig,347,Gemeinde
Mont-Noble,Verheiratet,474,Gemeinde
Mont-Noble,Verwitwet,75,Gemeinde
Mont-Noble,Geschieden,137,Gemeinde
Bezirk Leuk,Ledig,4911,Bezirk
Bezirk Leuk,Verheiratet,5872,Bezirk
Bezirk Leuk,Verwitwet,727,Bezirk
Bezirk Leuk,Geschieden,857,Bezirk
Agarn,Ledig,313,Gemeinde
Agarn,Verheiratet,380,Gemeinde
Agarn,Verwitwet,38,Gemeinde
Agarn,Geschieden,49,Gemeinde
Albinen,Ledig,80,Gemeinde
Albinen,Verheiratet,113,Gemeinde
Albinen,Verwitwet,28,Gemeinde
Albinen,Geschieden,22,Gemeinde
Ergisch,Ledig,74,Gemeinde
Ergisch,Verheiratet,88,Gemeinde
Ergisch,Verwitwet,14,Gemeinde
Ergisch,Geschieden,13,Gemeinde
Inden,Ledig,44,Gemeinde
Inden,Verheiratet,53,Gemeinde
Inden,Verwitwet,5,Gemeinde
Inden,Geschieden,18,Gemeinde
Leuk,Ledig,1566,Gemeinde
Leuk,Verheiratet,1818,Gemeinde
Leuk,Verwitwet,217,Gemeinde
Leuk,Geschieden,314,Gemeinde
Leukerbad,Ledig,588,Gemeinde
Leukerbad,Verheiratet,717,Gemeinde
Leukerbad,Verwitwet,69,Gemeinde
Leukerbad,Geschieden,101,Gemeinde
Oberems,Ledig,53,Gemeinde
Oberems,Verheiratet,54,Gemeinde
Oberems,Verwitwet,14,Gemeinde
Oberems,Geschieden,4,Gemeinde
Salgesch,Ledig,581,Gemeinde
Salgesch,Verheiratet,696,Gemeinde
Salgesch,Verwitwet,91,Gemeinde
Salgesch,Geschieden,96,Gemeinde
Varen,Ledig,244,Gemeinde
Varen,Verheiratet,293,Gemeinde
Varen,Verwitwet,39,Gemeinde
Varen,Geschieden,39,Gemeinde
Guttet-Feschel,Ledig,150,Gemeinde
Guttet-Feschel,Verheiratet,207,Gemeinde
Guttet-Feschel,Verwitwet,35,Gemeinde
Guttet-Feschel,Geschieden,23,Gemeinde
Gampel-Bratsch,Ledig,745,Gemeinde
Gampel-Bratsch,Verheiratet,926,Gemeinde
Gampel-Bratsch,Verwitwet,108,Gemeinde
Gampel-Bratsch,Geschieden,130,Gemeinde
Turtmann-Unterems,Ledig,473,Gemeinde
Turtmann-Unterems,Verheiratet,527,Gemeinde
Turtmann-Unterems,Verwitwet,69,Gemeinde
Turtmann-Unterems,Geschieden,48,Gemeinde
District de Martigny,Ledig,20152,Bezirk
District de Martigny,Verheiratet,19760,Bezirk
District de Martigny,Verwitwet,2423,Bezirk
District de Martigny,Geschieden,3803,Bezirk
Bovernier,Ledig,372,Gemeinde
Bovernier,Verheiratet,370,Gemeinde
Bovernier,Verwitwet,64,Gemeinde
Bovernier,Geschieden,44,Gemeinde
Charrat,Ledig,744,Gemeinde
Charrat,Verheiratet,756,Gemeinde
Charrat,Verwitwet,74,Gemeinde
Charrat,Geschieden,92,Gemeinde
Fully,Ledig,3774,Gemeinde
Fully,Verheiratet,3699,Gemeinde
Fully,Verwitwet,411,Gemeinde
Fully,Geschieden,638,Gemeinde
Isérables,Ledig,343,Gemeinde
Isérables,Verheiratet,378,Gemeinde
Isérables,Verwitwet,84,Gemeinde
Isérables,Geschieden,49,Gemeinde
Leytron,Ledig,1196,Gemeinde
Leytron,Verheiratet,1474,Gemeinde
Leytron,Verwitwet,193,Gemeinde
Leytron,Geschieden,221,Gemeinde
Martigny,Ledig,7941,Gemeinde
Martigny,Verheiratet,7146,Gemeinde
Martigny,Verwitwet,955,Gemeinde
Martigny,Geschieden,1609,Gemeinde
Martigny-Combe,Ledig,1020,Gemeinde
Martigny-Combe,Verheiratet,971,Gemeinde
Martigny-Combe,Verwitwet,109,Gemeinde
Martigny-Combe,Geschieden,217,Gemeinde
Riddes,Ledig,1261,Gemeinde
Riddes,Verheiratet,1358,Gemeinde
Riddes,Verwitwet,142,Gemeinde
Riddes,Geschieden,224,Gemeinde
Saillon,Ledig,1030,Gemeinde
Saillon,Verheiratet,1141,Gemeinde
Saillon,Verwitwet,114,Gemeinde
Saillon,Geschieden,197,Gemeinde
Saxon,Ledig,2390,Gemeinde
Saxon,Verheiratet,2375,Gemeinde
Saxon,Verwitwet,270,Gemeinde
Saxon,Geschieden,499,Gemeinde
Trient,Ledig,81,Gemeinde
Trient,Verheiratet,92,Gemeinde
Trient,Verwitwet,7,Gemeinde
Trient,Geschieden,13,Gemeinde
District de Monthey,Ledig,19324,Bezirk
District de Monthey,Verheiratet,19538,Bezirk
District de Monthey,Verwitwet,2133,Bezirk
District de Monthey,Geschieden,4178,Bezirk
Champéry,Ledig,534,Gemeinde
Champéry,Verheiratet,617,Gemeinde
Champéry,Verwitwet,76,Gemeinde
Champéry,Geschieden,111,Gemeinde
Collombey-Muraz,Ledig,3769,Gemeinde
Collombey-Muraz,Verheiratet,3835,Gemeinde
Collombey-Muraz,Verwitwet,317,Gemeinde
Collombey-Muraz,Geschieden,717,Gemeinde
Monthey,Ledig,7440,Gemeinde
Monthey,Verheiratet,7414,Gemeinde
Monthey,Verwitwet,945,Gemeinde
Monthey,Geschieden,1710,Gemeinde
Port-Valais,Ledig,1861,Gemeinde
Port-Valais,Verheiratet,1513,Gemeinde
Port-Valais,Verwitwet,154,Gemeinde
Port-Valais,Geschieden,370,Gemeinde
Saint-Gingolph,Ledig,353,Gemeinde
Saint-Gingolph,Verheiratet,391,Gemeinde
Saint-Gingolph,Verwitwet,66,Gemeinde
Saint-Gingolph,Geschieden,102,Gemeinde
Troistorrents,Ledig,1885,Gemeinde
Troistorrents,Verheiratet,2041,Gemeinde
Troistorrents,Verwitwet,207,Gemeinde
Troistorrents,Geschieden,372,Gemeinde
Val-d'Illiez,Ledig,788,Gemeinde
Val-d'Illiez,Verheiratet,861,Gemeinde
Val-d'Illiez,Verwitwet,90,Gemeinde
Val-d'Illiez,Geschieden,136,Gemeinde
Vionnaz,Ledig,1054,Gemeinde
Vionnaz,Verheiratet,1131,Gemeinde
Vionnaz,Verwitwet,90,Gemeinde
Vionnaz,Geschieden,255,Gemeinde
Vouvry,Ledig,1640,Gemeinde
Vouvry,Verheiratet,1735,Gemeinde
Vouvry,Verwitwet,188,Gemeinde
Vouvry,Geschieden,405,Gemeinde
Bezirk Raron,Ledig,4373,Bezirk
Bezirk Raron,Verheiratet,5192,Bezirk
Bezirk Raron,Verwitwet,676,Bezirk
Bezirk Raron,Geschieden,601,Bezirk
Bister,Ledig,15,Gemeinde
Bister,Verheiratet,12,Gemeinde
Bister,Verwitwet,1,Gemeinde
Bister,Geschieden,3,Gemeinde
Bitsch,Ledig,395,Gemeinde
Bitsch,Verheiratet,401,Gemeinde
Bitsch,Verwitwet,35,Gemeinde
Bitsch,Geschieden,63,Gemeinde
Grengiols,Ledig,181,Gemeinde
Grengiols,Verheiratet,207,Gemeinde
Grengiols,Verwitwet,27,Gemeinde
Grengiols,Geschieden,16,Gemeinde
Riederalp,Ledig,184,Gemeinde
Riederalp,Verheiratet,265,Gemeinde
Riederalp,Verwitwet,28,Gemeinde
Riederalp,Geschieden,21,Gemeinde
Ausserberg,Ledig,254,Gemeinde
Ausserberg,Verheiratet,305,Gemeinde
Ausserberg,Verwitwet,39,Gemeinde
Ausserberg,Geschieden,30,Gemeinde
Blatten,Ledig,126,Gemeinde
Blatten,Verheiratet,130,Gemeinde
Blatten,Verwitwet,25,Gemeinde
Blatten,Geschieden,7,Gemeinde
Bürchen,Ledig,286,Gemeinde
Bürchen,Verheiratet,353,Gemeinde
Bürchen,Verwitwet,63,Gemeinde
Bürchen,Geschieden,36,Gemeinde
Eischoll,Ledig,157,Gemeinde
Eischoll,Verheiratet,249,Gemeinde
Eischoll,Verwitwet,35,Gemeinde
Eischoll,Geschieden,12,Gemeinde
Ferden,Ledig,106,Gemeinde
Ferden,Verheiratet,117,Gemeinde
Ferden,Verwitwet,13,Gemeinde
Ferden,Geschieden,8,Gemeinde
Kippel,Ledig,155,Gemeinde
Kippel,Verheiratet,174,Gemeinde
Kippel,Verwitwet,21,Gemeinde
Kippel,Geschieden,3,Gemeinde
Niedergesteln,Ledig,274,Gemeinde
Niedergesteln,Verheiratet,344,Gemeinde
Niedergesteln,Verwitwet,26,Gemeinde
Niedergesteln,Geschieden,39,Gemeinde
Raron,Ledig,757,Gemeinde
Raron,Verheiratet,930,Gemeinde
Raron,Verwitwet,102,Gemeinde
Raron,Geschieden,115,Gemeinde
Unterbäch,Ledig,154,Gemeinde
Unterbäch,Verheiratet,207,Gemeinde
Unterbäch,Verwitwet,27,Gemeinde
Unterbäch,Geschieden,23,Gemeinde
Wiler (Lötschen),Ledig,266,Gemeinde
Wiler (Lötschen),Verheiratet,262,Gemeinde
Wiler (Lötschen),Verwitwet,34,Gemeinde
Wiler (Lötschen),Geschieden,14,Gemeinde
Mörel-Filet,Ledig,260,Gemeinde
Mörel-Filet,Verheiratet,321,Gemeinde
Mörel-Filet,Verwitwet,46,Gemeinde
Mörel-Filet,Geschieden,59,Gemeinde
Steg-Hohtenn,Ledig,618,Gemeinde
Steg-Hohtenn,Verheiratet,713,Gemeinde
Steg-Hohtenn,Verwitwet,117,Gemeinde
Steg-Hohtenn,Geschieden,125,Gemeinde
Bettmeralp,Ledig,185,Gemeinde
Bettmeralp,Verheiratet,202,Gemeinde
Bettmeralp,Verwitwet,37,Gemeinde
Bettmeralp,Geschieden,27,Gemeinde
District de Saint-Maurice,Ledig,5807,Bezirk
District de Saint-Maurice,Verheiratet,5824,Bezirk
District de Saint-Maurice,Verwitwet,695,Bezirk
