Rubrik,Name,Bank,Vorname,Strasse + Nr,PLZ,Ort,Telefon 1
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Bahnhofstr. 297,8262,Ramsen,* 052 742 84 00
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Bahnhofstr. 297,8262,Ramsen,* 052 742 84 00
,Walliser Kantonalbank,Walliser Kantonalbank,,,3928,Randa,027 967 58 00
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,Bahnhofstr.,3942,Raron,027 934 18 19
,Walliser Kantonalbank,Walliser Kantonalbank,,Bahnhofstr.,3942,Raron,027 934 18 19
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Watterstr. 57,8105,Regensdorf,* 0844 84 38 23
,Kantonalbank Zürich,Kantonalbank Zürich,,Watterstr. 57,8105,Regensdorf,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Watterstr. 57,8105,Regensdorf,* 0844 84 38 23
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,,8864,Reichenburg,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,,8864,Reichenburg,* 058 800 20 20
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Hauptstr. 48,6260,Reiden,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Hauptstr. 48,6260,Reiden,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Hauptstr. 48,6260,Reiden,* 0844 82 28 11
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Dorfpl. 2,4418,Reigoldswil,* 061 925 94 94
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Hauptstr. 60,5734,Reinach AG,* 062 765 80 50
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Hauptstr. 60,5734,Reinach AG,* 062 765 80 50
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Hauptstr. 3,4153,Reinach BL,* 061 925 94 94
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Via Baselga 2,7403,Rhäzüns,081 641 22 24
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 52,9424,Rheineck,071 888 52 88
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 52,9424,Rheineck,071 888 52 88
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Kaiserstr. 8,4310,Rheinfelden,* 061 836 31 31
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Kaiserstr. 8,4310,Rheinfelden,* 061 836 31 31
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Schützengass 11,8805,Richterswil,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Schützengass 11,8805,Richterswil,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Schützengass 11,8805,Richterswil,* 0844 84 38 23
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Toggenburgerstr. 40,9532,Rickenbach b. Wil,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Toggenburgerstr. 40,9532,Rickenbach b. Wil,* 0848 11 14 44
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Bahnhofstr. 54a,8590,Romanshorn,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Bahnhofstr. 54a,8590,Romanshorn,* 0848 11 14 44
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Bahnhofstr. 16,6037,Root,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Bahnhofstr. 16,6037,Root,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Bahnhofstr. 16,6037,Root,* 0844 82 28 11
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Flecken 23,6023,Rothenburg,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Flecken 23,6023,Rothenburg,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Flecken 23,6023,Rothenburg,* 0844 82 28 11
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Bahnhofstr. 1,6418,Rothenthurm,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Bahnhofstr. 1,6418,Rothenthurm,* 058 800 20 20
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Bernstr. 122,4852,Rothrist,* 062 785 60 85
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Bernstr. 122,4852,Rothrist,* 062 785 60 85
Bank Sparkasse:,Zuger Kantonalbank,Zuger Kantonalbank,,Dorfmatt 2,6343,Rotkreuz,041 709 11 11
,Aargauer Kantonalbank,Aargauer Kantonalbank,,Mutschellenstr. 27,8964,Rudolfstetten,* 056 648 24 24
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Mutschellenstr. 27,8964,Rudolfstetten,* 056 648 24 24
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Oberdorfstr. 17,8153,Rümlang,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Oberdorfstr. 17,8153,Rümlang,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Oberdorfstr. 17,8153,Rümlang,* 0844 84 38 23
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Dorfstr. 14,8332,Russikon,* 0844 84 38 23
,Kantonalbank,Kantonalbank,,Dorfstr. 14,8332,Russikon,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Dorfstr. 14,8332,Russikon,* 0844 84 38 23
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Hellbühlerstr. 10,6017,Ruswil,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Hellbühlerstr. 10,6017,Ruswil,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Hellbühlerstr. 10,6017,Ruswil,* 0844 82 28 11
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bergstr. 1,8630,Rüti ZH,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Bergstr. 1,8630,Rüti ZH,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bergstr. 1,8630,Rüti ZH,* 0844 84 38 23
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,,3906,Saas-Fee,* 0848 95 29 52
,Walliser Kantonalbank,Walliser Kantonalbank,,,3906,Saas-Fee,* 0848 95 29 52
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,,3910,Saas-Grund,* 0848 95 29 52
Bank Sparkasse:,Obwaldner Kantonalbank (OKB),Obwaldner Kantonalbank (OKB),,Dorfstr. 2,6072,Sachseln,* 041 666 22 11
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Plazzet 6,7503,Samedan,081 851 08 80
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Zürcherstr. 1,7320,Sargans,081 723 11 43
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Zürcherstr. 1,7320,Sargans,081 723 11 43
Bank Sparkasse:,Obwaldner Kantonalbank (OKB),Obwaldner Kantonalbank (OKB),,Rütistr. 8,6060,Sarnen,* 041 666 22 11
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Dorfstr. 10,6417,Sattel,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Dorfstr. 10,6417,Sattel,* 058 800 20 20
,Graubündner Kantonalbank,Graubündner Kantonalbank,,,7460,Savognin,* 081 659 13 13
Bank Sparkasse:,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Vorstadt 53,8200,Schaffhausen,* 052 635 22 22
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Vorstadt 53,8200,Schaffhausen,* 052 635 22 22
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Vorstadt 53,8200,Schaffhausen,* 052 635 22 22
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Ziegelbrückstr. 16,8718,Schänis,* 055 619 67 67
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Ziegelbrückstr. 16,8718,Schänis,* 055 619 67 67
Bank Sparkasse:,Urner Kantonalbank,Urner Kantonalbank,,Dorfstr. 4,6467,Schattdorf,* 041 875 60 00
,Urner Kantonalbank,Urner Kantonalbank,,Dorfstr. 4,6467,Schattdorf,* 041 875 60 00
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Bahnhofstr. 3,7220,Schiers,081 300 22 22
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Pfäffikonerstr. 1,8834,Schindellegi,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Pfäffikonerstr. 1,8834,Schindellegi,* 058 800 20 20
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zürcherstr. 4,8952,Schlieren,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Zürcherstr. 4,8952,Schlieren,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zürcherstr. 4,8952,Schlieren,* 0844 84 38 23
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Hauptstr. 31,6170,Schüpfheim,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Hauptstr. 31,6170,Schüpfheim,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Hauptstr. 31,6170,Schüpfheim,* 0844 82 28 11
Bank Sparkasse:,Glarner Kantonalbank,Glarner Kantonalbank,,Hauptstr. 67,8762,Schwanden GL,* 0844 77 37 73
,Glarner Kantonalbank,Glarner Kantonalbank,,Hauptstr. 67,8762,Schwanden GL,* 0844 77 37 73
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Oberer Steisteg 8,6430,Schwyz,* 058 800 20 20
,Freizügigkeitsstiftung der Schwyzer Kantonalbank,Freizügigkeitsstiftung der Schwyzer Kantonalbank,,Oberer Steisteg 8,6430,Schwyz,* 058 800 20 20
Private Banking:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Oberer Steisteg 8,6430,Schwyz,* 058 800 20 20
Privatkredit:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Oberer Steisteg 8,6430,Schwyz,* 058 800 20 20
Schweiz.:,Agentur der Schweizerischen Nationalbank,Agentur der Schweizerischen Nationalbank,,Oberer Steisteg 8,6430,Schwyz,* 058 800 24 75
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Oberer Steisteg 8,6430,Schwyz,* 058 800 20 20
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Via Alpsu 58,7188,Sedrun,081 949 11 45
Bank Sparkasse:,Urner Kantonalbank,Urner Kantonalbank,,Bahnhofpl. 1,6377,Seelisberg,* 041 875 60 00
,Urner Kantonalbank,Urner Kantonalbank,,Bahnhofpl. 1,6377,Seelisberg,* 041 875 60 00
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Unterdorfstr. 4,5707,Seengen,062 767 90 80
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Unterdorfstr. 4,5707,Seengen,062 767 90 80
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Stadtstr. 2,6204,Sempach,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Stadtstr. 2,6204,Sempach,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Stadtstr. 2,6204,Sempach,* 0844 82 28 11
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Birchstr. 4,8472,Seuzach,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Birchstr. 4,8472,Seuzach,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Birchstr. 4,8472,Seuzach,* 0844 84 38 23
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 42,9475,Sevelen,081 783 10 11
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 42,9475,Sevelen,081 783 10 11
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Glarnerstr. 7,8854,Siebnen,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Glarnerstr. 7,8854,Siebnen,* 058 800 20 20
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Via dal Farrer 2,7513,Silvaplana,081 838 60 70
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Luzernerstr. 20,5643,Sins,* 041 789 71 11
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Luzernerstr. 20,5643,Sins,* 041 789 71 11
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Frauenfelderstr. 5,8370,Sirnach,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Frauenfelderstr. 5,8370,Sirnach,* 0848 11 14 44
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Hauptstr. 44,4450,Sissach,* 061 925 94 94
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Rothorn-Center 3,6174,Sörenberg,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Rothorn-Center 3,6174,Sörenberg,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Rothorn-Center 3,6174,Sörenberg,* 0844 82 28 11
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Italienische Strasse 7,7435,Splügen,081 664 14 24
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Rorschacher Strasse 251a,9000,St. Gallen,071 288 01 88
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,St. Leonhard-Strasse 25,9000,St. Gallen,* 071 231 31 31
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Fürstenlandstr. 185,9000,St. Gallen,* 071 231 34 00
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Rorschacher Strasse 251a,9000,St. Gallen,071 288 01 88
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Fürstenlandstr. 185,9000,St. Gallen,* 071 231 34 00
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,St. Leonhard-Strasse 25,9000,St. Gallen,* 071 231 31 31
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 11,9430,St. Margrethen SG,* 071 747 29 29
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 11,9430,St. Margrethen SG,* 071 747 29 29
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Via Maistra 1,7500,St. Moritz,* 081 837 02 02
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,,3924,St. Niklaus VS,027 956 29 00
,Walliser Kantonalbank,Walliser Kantonalbank,,,3924,St. Niklaus VS,027 956 29 00
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 12,8712,Stäfa,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Bahnhofstr. 12,8712,Stäfa,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 12,8712,Stäfa,* 0844 84 38 23
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,,3922,Stalden VS,* 027 952 16 00
,Walliser Kantonalbank,Walliser Kantonalbank,,,3922,Stalden VS,* 027 952 16 00
Bank Sparkasse:,Nidwaldner Kantonalbank,Nidwaldner Kantonalbank,,Stansstaderstr. 54,6370,Stans,041 619 22 22
Einkaufszentrum: Länderpark Stans:,Nidwaldner Kantonalbank,Nidwaldner Kantonalbank,,Bitzistr. 2,6370,Stans,041 619 27 27
,Kantonalbank Nidwalden,Kantonalbank Nidwalden,,Stansstaderstr. 54,6370,Stans,041 619 22 22
,Nidwaldner Kantonalbank,Nidwaldner Kantonalbank,,Stansstaderstr. 54,6370,Stans,041 619 22 22
Bank Sparkasse:,Nidwaldner Kantonalbank,Nidwaldner Kantonalbank,,Stanserstr. 10,6362,Stansstad,041 619 22 22
,Kantonalbank Nidwalden,Kantonalbank Nidwalden,,Stanserstr. 10,6362,Stansstad,041 619 22 22
,Nidwaldner Kantonalbank,Nidwaldner Kantonalbank,,Stanserstr. 10,6362,Stansstad,041 619 22 22
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Seestr. 132,8266,Steckborn,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Seestr. 132,8266,Steckborn,* 0848 11 14 44
Bank Sparkasse:,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Rathauspl. 4,8260,Stein am Rhein,* 052 742 35 00
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Rathauspl. 4,8260,Stein am Rhein,* 052 742 35 00
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Rathauspl. 4,8260,Stein am Rhein,* 052 742 35 00
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Postpl. 3,6422,Steinen,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Postpl. 3,6422,Steinen,* 058 800 20 20
Bank Sparkasse:,Zuger Kantonalbank,Zuger Kantonalbank,,Zugerstr. 5,6312,Steinhausen,041 709 11 11
Einkaufszentrum: Zugerland Steinhausen:,Zuger Kantonalbank,Zuger Kantonalbank,,,6312,Steinhausen,041 709 11 11
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Bahnhofstr. 4,5034,Suhr,* 062 842 89 89
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Bahnhofstr. 4,5034,Suhr,* 062 842 89 89
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Bahnhofstr. 1,8583,Sulgen,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Bahnhofstr. 1,8583,Sulgen,* 0848 11 14 44
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Oberstadt 7,6210,Sursee,* 0844 82 28 11
Einkaufszentrum: Surseepark:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,,6210,Sursee,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Oberstadt 7,6210,Sursee,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Oberstadt 7,6210,Sursee,* 0844 82 28 11
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,Sustenstr. 14,3952,Susten,* 0848 95 29 52
,Walliser Kantonalbank,Walliser Kantonalbank,,Sustenstr. 14,3952,Susten,* 0848 95 29 52
Bank Sparkasse:,Freiburger Kantonalbank,Freiburger Kantonalbank,,Schwarzseestr. 4,1712,Tafers,0848 35 23 52
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Hauptstr. 89,8274,Tägerwilen,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Hauptstr. 89,8274,Tägerwilen,* 0848 11 14 44
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Speicherstr. 10,9053,Teufen AR,071 335 09 90
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Speicherstr. 10,9053,Teufen AR,071 335 09 90
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Gotthardstr. 29,8800,Thalwil,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Gotthardstr. 29,8800,Thalwil,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Gotthardstr. 29,8800,Thalwil,* 0844 84 38 23
Bank Sparkasse:,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Bahnhofstr. 1,8240,Thayngen,* 052 645 36 00
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Bahnhofstr. 1,8240,Thayngen,* 052 645 36 00
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Bahnhofstr. 1,8240,Thayngen,* 052 645 36 00
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Bahnhofstr. 9,4106,Therwil,* 061 925 94 94
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Neudorfstr. 96,7430,Thusis,* 081 632 31 31
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Strässli 24,7203,Trimmis,* 081 354 90 00
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Via Principala 61,7014,Trin,081 635 14 14
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Via Principala,7166,Trun,081 943 16 07
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Säntisstr. 2,8856,Tuggen,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Säntisstr. 2,8856,Tuggen,* 058 800 20 20
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Tösstalstr. 58,8488,Turbenthal,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Tösstalstr. 58,8488,Turbenthal,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Tösstalstr. 58,8488,Turbenthal,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zürcherstr. 59,8142,Uitikon Waldegg,* 044 401 21 70
Bank Sparkasse:,Zuger Kantonalbank,Zuger Kantonalbank,,Zugerstr. 26,6314,Unterägeri,041 709 11 11
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,Dorfstr. 18,3944,Unterbäch VS,027 934 17 84
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Waagtalstr. 24,8842,Unteriberg,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Waagtalstr. 24,8842,Unteriberg,* 058 800 20 20
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Stotz,7204,Untervaz,081 322 29 29
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bachstr. 11,8902,Urdorf,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Bachstr. 11,8902,Urdorf,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Birmensdorferstr. 87,8902,Urdorf,* 043 455 98 30
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bachstr. 11,8902,Urdorf,* 0844 84 38 23
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Webernstr. 3,8610,Uster,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Webernstr. 3,8610,Uster,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Webernstr. 3,8610,Uster,* 0844 84 38 23
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 4,8730,Uznach,* 055 285 93 41
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 4,8730,Uznach,* 055 285 93 41
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 78,9240,Uzwil,071 955 49 49
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 78,9240,Uzwil,071 955 49 49
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Poststr. 44A,7132,Vals,081 935 14 44
,Walliser Kantonalbank,Walliser Kantonalbank,,Dorfstr. 40,3953,Varen,027 473 35 00
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Sutvitg 239,7144,Vella,* 081 931 16 81
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,Kantonsstr. 6,3930,Visp,* 0848 95 29 52
,Walliser Kantonalbank,Walliser Kantonalbank,,Kantonsstr. 6,3930,Visp,* 0848 95 29 52
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zentralstr. 19,8604,Volketswil,* 0844 84 38 23
Einkaufszentrum: Volketswil:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zentralstr. 19,8604,Volketswil,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Zentralstr. 19,8604,Volketswil,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zentralstr. 19,8604,Volketswil,* 0844 84 38 23
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zugerstr. 12,8820,Wädenswil,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Zugerstr. 12,8820,Wädenswil,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zugerstr. 12,8820,Wädenswil,* 0844 84 38 23
Bank Sparkasse:,Zuger Kantonalbank,Zuger Kantonalbank,,Dorfstr. 2,6318,Walchwil,041 709 11 11
,Zuger Kantonalbank,Zuger Kantonalbank,,Dorfstr. 2,6318,Walchwil,041 709 11 11
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 31,8880,Walenstadt,081 735 16 22
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 31,8880,Walenstadt,081 735 16 22
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 23,8304,Wallisellen,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Bahnhofstr. 23,8304,Wallisellen,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 23,8304,Wallisellen,* 0844 84 38 23
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Bahnhofstr. 8,8855,Wangen SZ,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Bahnhofstr. 8,8855,Wangen SZ,* 058 800 20 20
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Dorfstr. 6,9545,Wängi,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Dorfstr. 6,9545,Wängi,* 0848 11 14 44
Bank Sparkasse:,Urner Kantonalbank,Urner Kantonalbank,,Dorfpl.,6484,Wassen UR,* 041 875 60 00
,Urner Kantonalbank,Urner Kantonalbank,,Dorfpl.,6484,Wassen UR,* 041 875 60 00
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 4,9630,Wattwil,* 071 988 42 42
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 4,9630,Wattwil,* 071 988 42 42
